date,t_ws2,t_ws3,t_ws4,t_ws5,t_ws6,t_ws7,t_ws8,t_ws9,t_ws10,t_ws11,t_ws12,t_ws13,t_ws14,t_ws15,t_ws16,t_ws17,t_ws18,t_ws19,t_ws20,t_ws21,t_ws22,t_ws23,t_ws24,t_ws25
2005-01-01T00:00:00Z,53.291666666666664,49.708333333333336,54.833333333333336,55.916666666666664,51.958333333333336,52.625,56.708333333333336,53.083333333333336,50.708333333333336,55.708333333333336,56.041666666666664,52.5,54.541666666666664,55.916666666666664,51.916666666666664,55.541666666666664,53.791666666666664,51.041666666666664,53.125,53.083333333333336,55.625,53.375,53.125,53.916666666666664
2005-01-02T00:00:00Z,51.583333333333336,48.958333333333336,55.25,56.625,49.833333333333336,51.75,57.708333333333336,54.625,52.791666666666664,54.583333333333336,54.833333333333336,52.041666666666664,54,56.625,56.333333333333336,53.958333333333336,54.708333333333336,52.625,54.583333333333336,51.75,57.083333333333336,53.416666666666664,49.541666666666664,54
2005-01-03T00:00:00Z,56.541666666666664,51.375,56.333333333333336,57.083333333333336,53.333333333333336,55,57.75,57.666666666666664,56.416666666666664,56.583333333333336,57.541666666666664,53.208333333333336,55.375,57.541666666666664,56.75,56.666666666666664,54.333333333333336,56.166666666666664,56,54.083333333333336,58,54.291666666666664,56.375,57.625
2005-01-04T00:00:00Z,63.333333333333336,57.083333333333336,62.291666666666664,62.5,62.083333333333336,61.708333333333336,63.208333333333336,61.25,63.416666666666664,62.75,62.083333333333336,61.166666666666664,61.791666666666664,63.666666666666664,55.875,63.208333333333336,61.75,64.08333333333333,57.875,60.5,63.708333333333336,60.458333333333336,61.375,64.20833333333333
2005-01-05T00:00:00Z,63.083333333333336,52.5,61.916666666666664,62.833333333333336,59.208333333333336,62.375,64.25,58.458333333333336,62.791666666666664,60.875,60.541666666666664,59.75,58.958333333333336,61.208333333333336,57.083333333333336,61.333333333333336,62.333333333333336,63.291666666666664,58.166666666666664,57.708333333333336,59.583333333333336,62.083333333333336,50.791666666666664,63.083333333333336
2005-01-06T00:00:00Z,66.08333333333333,54.5,60.25,67.04166666666667,61.041666666666664,64.58333333333333,68.70833333333333,55.375,65.83333333333333,60.083333333333336,58.041666666666664,60.625,58.5,62.208333333333336,59.875,63,65.29166666666667,61.041666666666664,59.875,55.958333333333336,58.541666666666664,65.83333333333333,62.375,67.25
2005-01-07T00:00:00Z,55.625,48.375,54.208333333333336,65.375,52.333333333333336,59.375,65.41666666666667,48.041666666666664,59.75,52.083333333333336,54.916666666666664,55.166666666666664,49.791666666666664,54.333333333333336,56.75,55.166666666666664,60.916666666666664,53.041666666666664,57.541666666666664,48,52.833333333333336,60.416666666666664,50.5,59.208333333333336
2005-01-08T00:00:00Z,56.75,51.541666666666664,58.666666666666664,67.04166666666667,56.75,62.375,66.04166666666667,50.625,61.833333333333336,51.75,57,55.708333333333336,51.916666666666664,53.25,61.541666666666664,57.083333333333336,63.291666666666664,55.208333333333336,59.833333333333336,50.541666666666664,51.375,61.958333333333336,54.541666666666664,61.791666666666664
2005-01-09T00:00:00Z,45.458333333333336,42.875,47.375,54.833333333333336,44.083333333333336,50.25,53.333333333333336,45.5,49.208333333333336,44.833333333333336,50.916666666666664,44.958333333333336,47.708333333333336,42.125,49.958333333333336,44,52.833333333333336,48.541666666666664,50.583333333333336,46.333333333333336,45.916666666666664,52.458333333333336,41.666666666666664,49.833333333333336
2005-01-10T00:00:00Z,46.5,47.166666666666664,50.166666666666664,54.666666666666664,45.458333333333336,52.875,55.208333333333336,47.708333333333336,50.458333333333336,49.833333333333336,53.125,45.25,49.375,45.75,51.208333333333336,45.041666666666664,54.916666666666664,48.041666666666664,50.625,47.375,50.541666666666664,52.875,46.125,50.083333333333336
2005-01-11T00:00:00Z,47.291666666666664,48.458333333333336,51.041666666666664,54.958333333333336,47.125,51.75,54.916666666666664,52.458333333333336,51.541666666666664,49.625,54.25,47.5,50.291666666666664,48.75,56.833333333333336,47.541666666666664,53.583333333333336,50.791666666666664,55.916666666666664,48.916666666666664,51.666666666666664,54.5,46.708333333333336,50.791666666666664
2005-01-12T00:00:00Z,57.791666666666664,56.708333333333336,59.25,60.041666666666664,56.916666666666664,59.458333333333336,62.541666666666664,57.583333333333336,61.416666666666664,57.166666666666664,58.666666666666664,57.291666666666664,53.25,55.833333333333336,60.041666666666664,55.583333333333336,59.583333333333336,58.791666666666664,59.208333333333336,51.375,55.375,59.333333333333336,57.833333333333336,62.25
2005-01-13T00:00:00Z,69.33333333333333,59.041666666666664,66.5,68.25,65.91666666666667,66.20833333333333,68.91666666666667,61.041666666666664,68.75,64.875,64.16666666666667,62.958333333333336,63.791666666666664,64.875,65.58333333333333,62.875,68.625,67.20833333333333,67.125,62.25,66.16666666666667,67.375,68.16666666666667,70.79166666666667
2005-01-14T00:00:00Z,54.708333333333336,41.708333333333336,50,60.458333333333336,55.25,57.625,60.041666666666664,41.25,58.25,49.208333333333336,50.833333333333336,49.416666666666664,46.791666666666664,51,57.708333333333336,52.541666666666664,58.5,49.416666666666664,57.625,45.958333333333336,47.25,57.291666666666664,54.5,57.125
2005-01-15T00:00:00Z,37.541666666666664,36.333333333333336,38.291666666666664,42,39.125,39.791666666666664,41.791666666666664,36.583333333333336,38.541666666666664,35.25,39.375,35.833333333333336,35.291666666666664,35.041666666666664,46.208333333333336,39.041666666666664,41.125,37.5,43.833333333333336,34.25,38.625,40.291666666666664,38.625,38.916666666666664
2005-01-16T00:00:00Z,35.625,33.958333333333336,38.208333333333336,37.041666666666664,40.083333333333336,38.875,37.833333333333336,33.75,36.125,35.166666666666664,39.75,34.208333333333336,36.666666666666664,34.458333333333336,47.125,36.75,37.708333333333336,38.541666666666664,42.375,36.041666666666664,38.625,37.583333333333336,38.708333333333336,35.958333333333336
2005-01-17T00:00:00Z,31.166666666666668,19.625,28.291666666666668,33.708333333333336,30.958333333333332,32.333333333333336,33.041666666666664,17.041666666666668,30.625,25.458333333333332,28.375,25.666666666666668,25.083333333333332,27.041666666666668,35.541666666666664,28.166666666666668,32.166666666666664,28.5,34.583333333333336,24.666666666666668,25.5,32.125,29.458333333333332,33.166666666666664
2005-01-18T00:00:00Z,21,21.208333333333332,23.708333333333332,27.666666666666668,22.125,23.375,27,17.5,22.625,20.125,25.791666666666668,19.458333333333332,22.583333333333332,20.166666666666668,25.833333333333332,19.5,24.041666666666668,23.416666666666668,24.458333333333332,22.625,22.833333333333332,23.291666666666668,21.75,23.416666666666668
2005-01-19T00:00:00Z,21.833333333333332,28.25,25.875,29.166666666666668,24.041666666666668,27.625,28.75,27.666666666666668,24.541666666666668,23.791666666666668,28.625,23.291666666666668,26.875,22.208333333333332,32.75,22.166666666666668,29.416666666666668,25.708333333333332,30.833333333333332,24.625,27.625,27.166666666666668,23.875,26.125
2005-01-20T00:00:00Z,32.583333333333336,36.333333333333336,35.083333333333336,38.958333333333336,32.666666666666664,38.166666666666664,37.75,32.791666666666664,37.375,34.583333333333336,40.666666666666664,30.083333333333332,36.75,33.875,38.5,33.875,39.208333333333336,34.875,39.375,35.666666666666664,38.5,38.083333333333336,33.375,37.666666666666664
2005-01-21T00:00:00Z,31.083333333333332,39.083333333333336,40.208333333333336,40.416666666666664,30.5,34.375,39.666666666666664,27.875,33.333333333333336,31.083333333333332,42.208333333333336,32.666666666666664,35.958333333333336,29.916666666666668,36.5,31.291666666666668,38,39.041666666666664,35.75,35.5,34,35.833333333333336,29.208333333333332,30.916666666666668
2005-01-22T00:00:00Z,28.583333333333332,31.333333333333332,30.5,43.625,31.916666666666668,37.375,40,28.666666666666668,32.125,29.375,34.125,28.625,30.875,27.041666666666668,44.416666666666664,28.541666666666668,43.5,33.291666666666664,43.666666666666664,30.708333333333332,31.666666666666668,39.416666666666664,30.958333333333332,32.666666666666664
2005-01-23T00:00:00Z,25.5,15.625,22.625,32.791666666666664,24.75,27.958333333333332,32.041666666666664,13.708333333333334,27,20.75,23.541666666666668,21.916666666666668,21.791666666666668,22.625,28.375,23.125,30.333333333333332,24.625,30.041666666666668,20.416666666666668,21.583333333333332,28.833333333333332,23.208333333333332,28.208333333333332
2005-01-24T00:00:00Z,27,25.875,29.375,31.875,26,29.166666666666668,32.625,27.833333333333332,28.958333333333332,27.041666666666668,31.583333333333332,25.916666666666668,28.5,26.375,29.083333333333332,26.833333333333332,30.25,28.125,30.916666666666668,20.666666666666668,26.5,29.208333333333332,26.791666666666668,29.791666666666668
2005-01-25T00:00:00Z,35.25,39.916666666666664,40.833333333333336,41.791666666666664,33.75,36.791666666666664,42.375,38.416666666666664,39.75,39.875,43.791666666666664,38.5,42.583333333333336,38.25,36.916666666666664,37.291666666666664,39.708333333333336,39.958333333333336,38.541666666666664,39.916666666666664,35.708333333333336,37.875,34.458333333333336,40.833333333333336
2005-01-26T00:00:00Z,45.541666666666664,46.416666666666664,51.916666666666664,51.25,45.041666666666664,45.125,51.833333333333336,41.666666666666664,47.833333333333336,48,54.583333333333336,47.125,49.333333333333336,46.25,46.041666666666664,46.541666666666664,48.958333333333336,50.083333333333336,47,47.583333333333336,48.791666666666664,48.166666666666664,41.958333333333336,47.916666666666664
2005-01-27T00:00:00Z,32.791666666666664,36.125,40.625,43.083333333333336,29.625,36.5,42.25,35.916666666666664,37,36.125,42.333333333333336,36,39.541666666666664,33.75,33.958333333333336,35.75,40.541666666666664,41,36,39.583333333333336,39.25,39.083333333333336,27.541666666666668,36
2005-01-28T00:00:00Z,24.291666666666668,28,29.666666666666668,31.125,23.5,25.625,30.5,27.625,24.958333333333332,24.458333333333332,30.875,24.625,27,24.458333333333332,31.458333333333332,24.833333333333332,27.583333333333332,29,27.166666666666668,27.375,28.166666666666668,27.041666666666668,23,26.291666666666668
2005-01-29T00:00:00Z,30.416666666666668,26.333333333333332,27.583333333333332,35.541666666666664,33.041666666666664,34.291666666666664,34.666666666666664,23.083333333333332,31.166666666666668,24.333333333333332,27.75,25.75,25.875,27.583333333333332,38.166666666666664,26.833333333333332,36.125,27.208333333333332,36.916666666666664,25.875,27.041666666666668,35.291666666666664,30.708333333333332,33
2005-01-30T00:00:00Z,35.875,36,34.666666666666664,42.5,37.75,40.291666666666664,41.75,26.541666666666668,37.041666666666664,35.25,34.958333333333336,33.875,35.791666666666664,32.083333333333336,42.708333333333336,33.083333333333336,44.791666666666664,35.5,44.875,33.791666666666664,29,42.458333333333336,34.833333333333336,38.541666666666664
2005-01-31T00:00:00Z,36.875,37.333333333333336,39.625,41,36.291666666666664,38.458333333333336,40.958333333333336,31.416666666666668,38.041666666666664,34.625,41.583333333333336,34.541666666666664,39.083333333333336,33.875,37.625,35.333333333333336,40.25,37.75,38.791666666666664,38.583333333333336,38.291666666666664,39,33.75,38.75
2005-02-01T00:00:00Z,36.208333333333336,35,36.208333333333336,41,37.208333333333336,37.666666666666664,40.458333333333336,32.916666666666664,37.791666666666664,31.916666666666668,39.333333333333336,31.291666666666668,34.458333333333336,33.666666666666664,40.125,34.458333333333336,39.833333333333336,35.583333333333336,40.375,34.541666666666664,35.458333333333336,38.5,35.208333333333336,38.625
2005-02-02T00:00:00Z,36.375,31.75,33.333333333333336,42.166666666666664,36.583333333333336,39.333333333333336,41.416666666666664,28.541666666666668,39.125,34.708333333333336,35.666666666666664,32.875,32.708333333333336,35.666666666666664,40.625,36.958333333333336,42,34.291666666666664,41.041666666666664,32.125,37.541666666666664,40.583333333333336,34.583333333333336,38.875
2005-02-03T00:00:00Z,34.666666666666664,35.583333333333336,34.541666666666664,39.833333333333336,35.291666666666664,38.125,40.333333333333336,35.666666666666664,36.375,33.416666666666664,37.333333333333336,34.625,35.125,32.875,40.083333333333336,34.541666666666664,39.625,34.958333333333336,40.208333333333336,34.75,37.75,38.291666666666664,33.625,37.375
2005-02-04T00:00:00Z,40.541666666666664,39.333333333333336,41.25,42.416666666666664,37.583333333333336,41,42.666666666666664,39.041666666666664,41.958333333333336,42.208333333333336,42.875,39.333333333333336,40.416666666666664,37.291666666666664,38.458333333333336,39.833333333333336,43.041666666666664,40.291666666666664,41.25,39.833333333333336,44.5,42.041666666666664,36.666666666666664,42.083333333333336
2005-02-05T00:00:00Z,43.75,40.958333333333336,46.041666666666664,49.166666666666664,41.791666666666664,44.75,46.416666666666664,45.541666666666664,45.375,46.291666666666664,47.208333333333336,41.458333333333336,45.291666666666664,43.916666666666664,40.125,45.958333333333336,45.25,43.666666666666664,42.916666666666664,42.375,49.25,45.583333333333336,40.166666666666664,46.625
