date,rh_ws2,rh_ws3,rh_ws4,rh_ws5,rh_ws6,rh_ws7,rh_ws8,rh_ws9,rh_ws10,rh_ws11,rh_ws12,rh_ws13,rh_ws14,rh_ws15,rh_ws16,rh_ws17,rh_ws18,rh_ws19,rh_ws20,rh_ws21,rh_ws22,rh_ws23,rh_ws24,rh_ws25
2005-01-01T00:00:00Z,84.95833333333333,74.91666666666667,75.95833333333333,75.25,88.41666666666667,79.45833333333333,75.95833333333333,62.083333333333336,71,75.58333333333333,83.08333333333333,68.20833333333333,72.29166666666667,74.95833333333333,79.125,74.91666666666667,79.125,77.41666666666667,86.33333333333333,73.08333333333333,66.70833333333333,80.45833333333333,87.20833333333333,70.79166666666667
2005-01-02T00:00:00Z,86.25,80.91666666666667,78.58333333333333,74.58333333333333,93.83333333333333,81.75,76.45833333333333,77.08333333333333,81.58333333333333,80.58333333333333,88.04166666666667,68.29166666666667,78.33333333333333,80.83333333333333,79.66666666666667,81.58333333333333,79.33333333333333,77.83333333333333,87.04166666666667,80.79166666666667,67.04166666666667,84.41666666666667,95.54166666666667,70.66666666666667
2005-01-03T00:00:00Z,85.25,82.25,81.625,75.41666666666667,92.41666666666667,80.375,77.66666666666667,73.91666666666667,83.16666666666667,82.875,87.125,68.625,79.54166666666667,78.70833333333333,91,80.25,83.45833333333333,76.5,95.375,79.29166666666667,72.41666666666667,85.33333333333333,86.54166666666667,71.875
2005-01-04T00:00:00Z,77.20833333333333,76.16666666666667,71.95833333333333,73.95833333333333,81.625,72.20833333333333,72.91666666666667,74.95833333333333,70.20833333333333,72.91666666666667,79.625,68,70.83333333333333,70.5,91.54166666666667,70.70833333333333,76.79166666666667,66.91666666666667,90.625,74.91666666666667,68.5,79.25,80.91666666666667,63.708333333333336
2005-01-05T00:00:00Z,78.08333333333333,80.20833333333333,70.5,73.29166666666667,87.08333333333333,74.33333333333333,73.5,70.54166666666667,76.79166666666667,75.08333333333333,79.33333333333333,67.04166666666667,73.25,74.5,87.125,72.375,75.54166666666667,65.45833333333333,88.04166666666667,73.41666666666667,70.16666666666667,76.70833333333333,94.95833333333333,70.375
2005-01-06T00:00:00Z,76.08333333333333,81.625,82.125,68.29166666666667,88.41666666666667,72.875,69.95833333333333,71.875,73.83333333333333,87,92.66666666666667,67.33333333333333,84.29166666666667,78.79166666666667,88.58333333333333,76.20833333333333,71.70833333333333,80.375,90.20833333333333,85.29166666666667,69.5,71.70833333333333,82.54166666666667,65
2005-01-07T00:00:00Z,69.29166666666667,73.33333333333333,73.125,74.20833333333333,80.58333333333333,73.95833333333333,71.16666666666667,64.41666666666667,71.20833333333333,69.375,77.79166666666667,67.125,80.625,58.666666666666664,81.45833333333333,66.54166666666667,80.70833333333333,78.08333333333333,84.41666666666667,77.08333333333333,53.666666666666664,76.5,77.29166666666667,62.208333333333336
2005-01-08T00:00:00Z,87.83333333333333,82.58333333333333,79.83333333333333,78.95833333333333,86.91666666666667,78.58333333333333,80.54166666666667,76.75,80.41666666666667,85,89.33333333333333,67.66666666666667,85.41666666666667,82.04166666666667,89.08333333333333,83.95833333333333,84.625,81.41666666666667,94.45833333333333,75.91666666666667,66.375,82.95833333333333,89.66666666666667,71.79166666666667
2005-01-09T00:00:00Z,79,81.5,73.04166666666667,69.91666666666667,83.79166666666667,69.66666666666667,72.29166666666667,74.45833333333333,68.25,73.45833333333333,77.54166666666667,67.58333333333333,68.75,77.45833333333333,75.45833333333333,71.625,76.04166666666667,67.75,79,70.75,64.54166666666667,71.16666666666667,87.375,60.5
2005-01-10T00:00:00Z,88.91666666666667,76.58333333333333,77.66666666666667,80.20833333333333,95.16666666666667,79.66666666666667,77.08333333333333,64.58333333333333,80.5,77.70833333333333,81.16666666666667,68.875,74,81.54166666666667,92.375,87.83333333333333,83.58333333333333,80,98.04166666666667,73.25,61.625,86.875,90.16666666666667,76.875
2005-01-11T00:00:00Z,86.375,82.41666666666667,83.45833333333333,82.125,94.45833333333333,82.70833333333333,80.875,76.375,82.625,81.95833333333333,85.45833333333333,67.66666666666667,80.54166666666667,78.33333333333333,76.875,84.08333333333333,84.375,79.41666666666667,88.95833333333333,80.79166666666667,68.625,82.54166666666667,91.83333333333333,75.75
2005-01-12T00:00:00Z,84.70833333333333,78.70833333333333,84,84.75,83.29166666666667,80.29166666666667,81.45833333333333,75.83333333333333,80.08333333333333,89.125,93.54166666666667,68.20833333333333,87.375,85.20833333333333,86.04166666666667,81.08333333333333,84.83333333333333,82.375,89.58333333333333,86.83333333333333,79.08333333333333,84.20833333333333,85.25,70.41666666666667
2005-01-13T00:00:00Z,78.125,84.20833333333333,80.33333333333333,84,82.33333333333333,82.70833333333333,83.625,80.625,79.29166666666667,88.16666666666667,92.75,69.04166666666667,83.125,84.45833333333333,86.08333333333333,83.875,81.625,77.875,87.625,84.83333333333333,75.04166666666667,83.33333333333333,81,68.25
2005-01-14T00:00:00Z,81.70833333333333,72.66666666666667,69.5,72.5,83.58333333333333,79.91666666666667,74.5,71.5,58.166666666666664,72.625,66.33333333333333,68.5,68.66666666666667,62.333333333333336,85.70833333333333,60.208333333333336,79.91666666666667,66.79166666666667,88.875,64.91666666666667,59.375,83.20833333333333,81.25,71.54166666666667
2005-01-15T00:00:00Z,58.791666666666664,64.875,54.375,58.416666666666664,73.625,70.33333333333333,60.416666666666664,60,43.083333333333336,59.041666666666664,63.375,68.95833333333333,68.79166666666667,60.958333333333336,73.08333333333333,42.125,65.125,58.25,77.20833333333333,71.125,51.291666666666664,67.625,63.916666666666664,59.458333333333336
2005-01-16T00:00:00Z,84.08333333333333,66.08333333333333,43.375,81.45833333333333,86.95833333333333,84,81.75,67.58333333333333,76.58333333333333,45.916666666666664,51.75,69.33333333333333,44.541666666666664,74.54166666666667,81.41666666666667,61.333333333333336,83.375,37.208333333333336,89.91666666666667,47.25,36.458333333333336,86.625,85.79166666666667,83.70833333333333
2005-01-17T00:00:00Z,42.958333333333336,49.458333333333336,40.041666666666664,50.333333333333336,51.291666666666664,49.875,50.375,50.208333333333336,53.666666666666664,36.75,38.541666666666664,85.04166666666667,38.75,42.958333333333336,54.541666666666664,39.75,54.416666666666664,30.458333333333332,58.458333333333336,34.583333333333336,27.583333333333332,52.041666666666664,45.5,39.125
2005-01-18T00:00:00Z,41.875,34.333333333333336,36.041666666666664,40,39.041666666666664,37.75,43.291666666666664,39.541666666666664,39.708333333333336,38.458333333333336,29.333333333333332,89,35.375,47.875,45.541666666666664,48.083333333333336,42.75,32.25,39.875,26.75,25.458333333333332,44.75,37.666666666666664,35.75
2005-01-19T00:00:00Z,79.29166666666667,45.083333333333336,50.416666666666664,58.125,69.08333333333333,56.791666666666664,54.083333333333336,55.5,59.041666666666664,53.875,52.75,76.33333333333333,45.208333333333336,68.375,62.291666666666664,55.916666666666664,58.375,55.708333333333336,60.666666666666664,51.916666666666664,42,61.583333333333336,69.45833333333333,58.875
2005-01-20T00:00:00Z,76.66666666666667,60.958333333333336,57.958333333333336,59.333333333333336,69.91666666666667,54.5,66.875,72.54166666666667,59.583333333333336,64.79166666666667,62.75,69.375,59.333333333333336,73.16666666666667,62.583333333333336,64.58333333333333,57.583333333333336,65.16666666666667,57.958333333333336,60.333333333333336,61.166666666666664,55.708333333333336,69.625,54.333333333333336
